price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_renovated;sqft_living15;sqft_lot15
660000;3;4;2740;3785;2;N;0;Average;9;2190;550;0;2060;3457
435000;4;3;2230;9640;1;N;0;Average;8;1320;910;0;2100;9600
608000;3;3;2610;5000;2;N;0;Good;7;1710;900;0;1500;5000
869900;6;4;2750;4400;2;N;0;Average;8;1770;980;0;1860;4400
325000;3;2;1570;3143;2;N;0;Average;7;1570;0;0;1740;3591
475000;3;1;1380;4635;1;N;0;Good;6;1380;0;0;1790;4635
318888;4;2;2320;12000;1;N;0;Good;8;2270;50;0;2120;9880
450000;4;2;1860;7808;1;N;0;Average;7;1080;780;0;1530;7884
417250;3;2;1606;1452;3;N;0;Average;8;1606;0;0;1516;1939
471000;3;2;2010;4059;2;N;0;Average;8;2010;0;0;2010;5779
237600;2;1;1370;11584;1;N;0;Good;6;1370;0;0;1330;8012
303000;4;1;2300;9583;1;N;0;Average;6;1220;1080;0;1200;11325
707500;4;4;1550;6596;1.5;N;0;Very Good;7;1550;0;0;1830;4850
518000;3;1;1270;6612;1.5;N;3;Average;7;1270;0;0;2100;7680
635000;4;2;2350;46173;2;N;0;Good;8;2350;0;0;2390;36567
650500;5;4;3920;11412;2;N;0;Average;7;3920;0;2005;1400;9750
782000;4;2;2830;20345;2;N;0;Average;10;1980;850;0;2830;13732
350000;3;2;2010;14298;2;N;0;Average;7;2010;0;0;2010;14298
362000;3;2;1120;9730;1;N;0;Average;7;1120;0;1989;2530;8717
290000;3;1;1470;8200;1;N;0;Average;7;1040;430;0;1420;8200
350000;3;2;2010;6150;2;N;0;Very Good;7;2010;0;0;1770;7380
382000;3;2;1790;7679;1;N;0;Good;7;1790;0;0;1560;7680
222000;3;2;1310;9273;1;N;0;Good;7;1310;0;0;1710;9600
240000;3;2;1070;8886;1;N;0;Good;7;1070;0;0;1730;9461
855000;5;2;1930;4500;1.5;N;0;Average;8;1930;0;0;2083;4500
456000;4;2;2220;12385;1;N;0;Average;8;1270;950;0;2030;8831
5e+05;4;3;3000;213008;1;N;0;Good;8;3000;0;0;2300;74191
194000;3;1;1400;7955;1;N;0;Average;7;1400;0;0;1160;14959
895000;3;2;2160;105415;1;N;0;Average;10;2160;0;0;2760;9620
481500;3;2;1840;10500;2;N;0;Average;7;1840;0;0;1840;7374
397500;3;2;1300;8480;1;N;0;Average;7;1300;0;0;1740;7280
435000;3;1;950;10080;1;N;0;Good;7;950;0;0;1060;10000
870000;5;2;2910;9525;2;N;0;Good;9;2910;0;0;2740;9525
536000;3;3;2290;34548;2;N;3;Good;7;2290;0;0;399;275299
232000;3;1;840;6540;1;N;0;Average;6;840;0;2014;1010;6600
387500;4;2;2400;9900;1;N;0;Average;7;1250;1150;0;1960;9900
485000;2;2;1260;1240;3;N;0;Average;8;1260;0;0;1330;1300
330000;4;2;1720;8300;1;N;0;Good;8;1720;0;0;1840;8300
368000;3;2;1560;7884;1;N;0;Average;7;1060;500;0;1820;9000
7e+05;4;2;2310;3570;1.5;N;0;Average;7;1490;820;2014;1580;3060
685000;4;1;1550;15239;1.5;Y;4;Average;6;1370;180;0;1790;22047
775000;4;2;3180;15358;2;N;0;Average;9;3180;0;0;3020;15522
345000;3;2;1540;3237;2;N;0;Average;7;1540;0;0;1780;3411
1510000;5;3;4390;11250;2;N;0;Average;10;4390;0;0;2160;9249
3e+05;4;2;1890;9205;1;N;0;Average;8;1260;630;0;1430;6775
1443920;4;3;3720;5000;2.5;N;0;Very Good;9;2720;1000;0;2610;5000
296000;2;1;750;4680;1;N;0;Average;5;750;0;0;1450;4400
850000;3;2;2220;3707;2;N;0;Good;8;1620;600;0;2030;4850
815000;4;4;3040;4006;2;N;0;Average;8;2350;690;0;2050;4000
415000;3;1;2020;19210;1;N;0;Average;6;1760;260;0;1780;14469
263000;3;2;1490;3800;1;N;0;Average;6;700;790;0;2180;4000
754800;2;2;2770;7781;2;N;0;Average;8;2770;0;0;1870;5984
415000;3;1;1300;7975;1;N;0;Good;7;1300;0;0;1570;9075
405000;4;3;2360;7716;1;N;0;Average;7;1390;970;0;2160;8794
760000;5;2;3920;5250;1.5;N;0;Very Good;7;2560;1360;0;1830;4240
140000;2;1;1080;6052;1;N;0;Very Good;6;1080;0;0;1810;7830
590000;3;2;1990;8325;2;N;0;Good;8;1310;680;0;2450;10606
450000;2;1;1180;6000;1;N;0;Average;7;1180;0;0;1600;6000
420200;3;2;1320;7280;1;N;0;Average;7;1320;0;0;1370;7800
1950000;4;2;3440;14554;2;Y;4;Average;8;2170;1270;0;3170;11810
325000;2;1;1070;8750;1;N;0;Average;7;1070;0;0;1300;9670
220650;2;2;1460;10500;1;N;0;Average;7;1460;0;0;1340;9600
435000;4;3;2110;8751;1;N;0;Average;7;1510;600;0;1660;10295
212000;4;2;1900;21780;1.5;N;0;Average;7;1900;0;1987;1240;9166
985000;2;2;2720;26761;2;Y;4;Average;7;2720;0;0;1870;12396
286285;4;2;1980;9714;1;N;0;Average;7;1170;810;0;1610;9272
379950;3;2;2040;12065;1;N;0;Average;8;2040;0;0;2010;11717
450000;5;3;2710;6220;2;N;0;Average;8;2710;0;0;2530;4759
5e+05;3;3;3410;9360;1.5;N;0;Good;8;3410;0;0;2260;10128
625250;4;2;2755;4831;2;N;0;Average;7;2755;0;0;2510;4831
9e+05;4;2;1980;7200;2;N;3;Average;8;1700;280;0;2490;4200
478000;3;2;3040;4535;2;N;0;Average;9;3040;0;0;2670;4666
1125000;6;4;3100;9378;3;N;2;Average;11;3100;0;0;3270;6334
482000;4;2;2710;35868;2;N;0;Average;9;2710;0;0;2780;36224
709050;4;4;2720;9000;2;N;0;Average;8;2670;50;0;1960;7772
1300000;3;1;2040;7936;1;N;3;Very Good;8;1680;360;0;2300;10080
920000;5;2;2730;6000;1.5;N;0;Average;8;2130;600;0;2730;6000
403000;3;2;1700;4125;2;N;0;Average;7;1700;0;0;1970;4105
5e+05;2;2;1310;1500;2;N;0;Average;8;1160;150;0;1320;1581
325000;3;2;2330;8627;1;N;0;Good;7;1480;850;0;1940;9607
249900;3;2;1220;6404;1;N;0;Average;7;1220;0;0;1570;7000
744000;4;2;3140;7260;2;N;0;Average;8;2200;940;0;2860;8186
284000;3;2;2080;2050;1.5;N;0;Average;7;1550;530;0;2080;2275
2e+05;2;1;1000;6227;1;N;0;Average;6;1000;0;0;1240;6250
525000;3;2;1330;8136;1;N;0;Good;7;1330;0;0;1330;8136
397000;2;1;1030;12350;1.5;N;0;Average;7;1030;0;0;1790;6900
555000;4;2;2260;11000;1;N;0;Average;8;1620;640;0;1960;10000
1482500;3;2;3290;5000;2;N;0;Average;9;2730;560;0;2340;4000
425000;3;1;1790;6000;1.5;N;0;Fair;8;1790;0;0;1060;4000
435000;3;1;1400;4800;1;N;0;Good;6;700;700;0;1470;6000
535000;3;2;1360;1016;3;N;0;Average;7;1310;50;0;1365;1156
271950;3;2;1220;8400;1;N;0;Good;7;1220;0;0;2110;9119
588000;5;3;2190;4900;2;N;0;Very Good;7;1490;700;0;1370;4606
268000;4;3;1840;7510;2;N;0;Very Good;8;1840;0;2013;1650;7957
225000;3;2;1610;8400;1;N;0;Average;8;1610;0;0;1930;8459
659000;4;2;3190;11375;1;N;0;Very Good;8;2210;980;0;1100;8500
350000;4;2;1570;499571;1;N;3;Good;7;1570;0;0;1700;181708
320000;3;2;1550;34175;1.5;N;0;Average;7;1550;0;0;2300;35174
620000;3;2;1458;858;2;N;0;Average;8;950;508;0;1458;3000
331000;3;2;1300;9079;1;N;0;Average;7;1300;0;0;1890;7369
445000;4;3;1960;7200;2;N;0;Average;7;1960;0;0;1980;7529
485500;4;2;1800;4500;2;N;0;Average;8;1800;0;0;1800;4500
265000;4;2;1860;9112;1;N;0;Good;7;1110;750;0;1570;9112
544000;4;2;2030;3974;2;N;0;Average;8;2030;0;0;1780;3953
1085000;5;2;2340;6000;2;N;0;Good;10;2340;0;0;2350;6000
975000;4;2;2420;15482;2;N;0;Good;8;2420;0;1997;2870;13905
998800;3;2;2250;8000;1;N;2;Good;9;2250;0;0;2880;10960
850000;4;2;3180;11652;2;N;1;Average;9;3180;0;0;3110;15183
599000;4;2;2480;5000;2;N;0;Average;7;2480;0;0;2410;5000
4e+05;2;1;920;5120;1;N;0;Very Good;7;920;0;0;1190;5120
250000;3;2;1700;6000;2;N;0;Average;8;1700;0;0;1940;6626
270000;4;2;1900;8282;1;N;0;Average;7;1900;0;1997;1420;8350
6e+05;3;2;2230;9053;2;N;0;Good;9;2230;0;0;2390;8038
324000;3;2;998;904;2;N;0;Average;7;798;200;0;998;1110
1250000;4;2;3220;15600;1;N;0;Very Good;9;1680;1540;0;2990;15600
480000;3;2;1820;13362;1;N;0;Average;8;1220;600;0;2050;15000
4e+05;3;1;1060;12690;1;N;0;Average;7;1060;0;0;1920;10200
809950;4;2;3280;6181;2;N;0;Average;10;3280;0;0;3110;7570
3418800;5;5;5450;20412;2;N;0;Average;11;5450;0;0;3160;17825
630000;4;2;1910;1502;3;N;0;Average;8;1910;0;0;1520;3888
660000;2;1;1070;5000;1;N;0;Average;7;1070;0;0;1400;4000
210500;3;1;1840;10178;1;N;0;Average;7;1040;800;0;2040;10660
770000;3;2;2910;10204;2;N;0;Average;9;2910;0;0;2700;13992
2147500;3;4;4660;5500;2;N;4;Very Good;10;3040;1620;0;2980;5500
485000;4;3;2790;7803;2;N;0;Average;8;2790;0;0;2620;6178
880000;4;3;3220;4392;1.5;N;0;Good;9;2320;900;0;2310;5795
975000;4;2;4270;43386;1;N;0;Average;10;2680;1590;0;3630;36180
320000;2;1;1140;3834;1.5;N;0;Average;6;1140;0;0;1190;5750
295000;3;2;1810;10530;1;N;2;Average;8;1810;0;0;1910;10450
333000;4;2;1580;7800;2;N;0;Fair;6;1580;0;0;1190;4440
360000;3;2;1330;7482;1;N;0;Good;7;1330;0;0;1480;8096
750000;4;2;2850;12429;2;N;0;Average;9;2850;0;0;2540;12000
583000;6;3;2630;16411;1;N;0;Good;8;1650;980;0;2250;12255
760000;4;2;3120;8792;2;N;0;Good;9;3120;0;0;2150;7688
712500;5;2;2280;5400;1.5;N;0;Good;7;1340;940;0;1770;5000
445000;5;3;2420;11250;2;N;0;Average;8;2420;0;0;1510;9950
758800;5;2;1750;5000;1;N;0;Average;8;960;790;0;2580;5000
618000;5;2;1880;18295;1;N;0;Good;7;1880;0;0;2180;20674
395825;2;2;1590;1679;2;N;0;Average;8;1590;0;0;1590;1680
420000;3;2;1444;249126;1.5;N;0;Average;7;1444;0;0;1760;224770
2e+05;3;1;1050;5000;1;N;0;Good;6;1050;0;0;1050;5200
335000;4;2;3220;7889;2;N;0;Average;8;3220;0;0;2120;7651
322500;4;2;1940;7107;2;N;0;Average;7;1940;0;0;1850;5705
590000;3;2;2300;12430;1;N;2;Good;8;1580;720;0;2500;12430
490000;3;2;2230;5348;2;N;0;Average;8;2230;0;0;2190;5205
172000;3;1;970;4700;1;N;0;Good;6;720;250;0;1560;4600
949950;4;4;4120;8258;2;N;0;Average;10;4120;0;0;3730;8332
525000;4;2;2303;16801;2;N;0;Average;8;2303;0;0;2080;14013
815000;3;2;2790;53143;2;N;0;Good;9;2790;0;0;2740;47916
449950;3;2;1560;4080;2;N;0;Average;7;1560;0;1982;1900;4080
299980;4;2;1580;10230;1;N;0;Average;6;790;790;2008;1130;6955
280000;5;2;2110;7919;1;N;0;Average;7;1110;1000;0;1590;5250
375000;1;1;800;533610;1.5;N;0;Very Good;5;800;0;0;1790;216057
379500;4;2;2560;5102;2;N;0;Average;8;2560;0;0;2586;5059
189950;2;1;1030;4188;1;N;0;Average;8;1030;0;0;1450;3376
505000;3;2;1460;7210;1;N;0;Average;7;1460;0;0;1850;7519
586000;4;2;2130;9000;2;N;0;Good;8;2130;0;0;2110;10431
670000;2;2;1650;7500;1;N;0;Good;7;1000;650;0;2530;9000
378000;4;2;1890;12236;1;N;0;Average;7;1230;660;0;1390;11360
240000;4;2;1980;7264;2;N;0;Average;7;1980;0;0;1600;6380
572500;3;2;2290;11200;2;N;0;Average;9;2290;0;0;2250;10000
1506000;4;3;3660;5800;2.5;N;0;Average;10;3360;300;1995;3240;5800
358000;3;2;2026;7611;2;N;0;Average;8;2026;0;0;2270;7611
3e+05;3;2;1480;6698;1;N;0;Good;7;1080;400;0;1850;7348
1200000;3;2;3420;16622;1;N;4;Average;10;2410;1010;0;3460;14566
984000;4;2;2390;12292;1;N;0;Very Good;9;2390;0;0;2870;12337
2e+05;4;1;1350;11507;1;N;0;Average;7;1350;0;0;1320;25675
329500;5;2;3290;8000;1;N;0;Average;7;1790;1500;0;2380;7000
1280000;5;2;3400;9500;2;N;1;Good;8;3400;0;0;3080;11081
558000;2;2;1930;4601;1;N;0;Average;8;1930;0;0;1670;4500
344950;3;1;1090;6712;1;N;0;Good;7;1090;0;0;1440;7350
346000;3;2;1060;1184;2;N;0;Average;7;730;330;0;1270;1601
224000;2;1;1150;15000;1;N;0;Average;6;1060;90;2013;1350;15000
325000;2;1;1060;5703;1;N;2;Good;6;1060;0;0;2240;4416
365000;2;2;790;1123;2;N;0;Average;8;700;90;0;1370;1281
695000;3;3;2540;4694;2;N;0;Average;9;2540;0;0;2600;6344
520000;4;4;2680;10000;2;N;0;Average;8;2040;640;2014;1530;8000
375950;3;2;1480;7560;1;N;0;Average;6;1100;380;1985;1510;7250
450000;3;2;1740;9488;1;N;0;Good;8;1180;560;0;1880;8615
465000;3;2;1920;144619;1;N;0;Average;8;1920;0;0;2010;48787
315000;3;2;1530;7906;1;N;0;Average;7;1150;380;0;1460;7875
3204000;4;4;4810;18851;2;N;3;Average;11;4810;0;0;3970;19929
470000;3;2;2290;14800;1;N;0;Average;8;1620;670;0;2320;12474
910000;2;2;2000;5150;2;N;4;Average;9;2000;0;0;2510;6800
460000;4;2;2090;40419;1;N;0;Good;7;2090;0;0;2380;63162
292000;3;2;1560;2740;2;N;0;Average;8;1560;0;0;1310;2698
375000;4;2;1240;3000;1;N;0;Average;7;1040;200;0;1480;3500
169000;3;2;1570;6450;1.5;N;0;Good;6;1570;0;0;1400;6450
380950;2;2;1120;1039;2;N;0;Average;7;840;280;0;1130;5400
672500;3;2;1580;5750;1;N;2;Good;8;1330;250;0;2480;5750
265000;5;2;1500;7112;1;N;0;Very Good;6;760;740;0;1200;7112
1075000;5;5;5180;17811;2;N;2;Average;11;4070;1110;0;3960;15103
385000;3;4;1370;1540;2;N;0;Average;8;1100;270;0;1370;915
382000;3;2;1800;4500;2;N;0;Average;7;1800;0;0;1760;6589
350000;3;2;1900;10225;1;N;0;Good;8;1220;680;0;1850;12630
325000;4;4;2630;3435;1.5;N;3;Average;7;1640;990;0;1920;2435
789900;3;2;3420;25150;1;N;0;Good;10;1750;1670;0;2900;19604
405000;3;1;1460;10000;1.5;N;0;Average;7;1460;0;0;1910;10000
650000;1;1;920;91476;1.5;N;0;Average;6;920;0;2002;1746;91476
625000;4;2;2180;4431;1.5;N;0;Average;8;2020;160;0;1890;4400
1230000;4;2;3040;7000;2;N;0;Average;9;3040;0;0;2320;17511
4e+05;3;1;900;4084;1.5;N;0;Average;7;900;0;0;1280;4080
5e+05;3;2;1530;1396;2;N;0;Average;8;1240;290;0;1690;2500
415000;2;1;980;4108;1;N;0;Average;7;980;0;0;1500;4046
235000;0;0;1470;4800;2;N;0;Average;7;1470;0;0;1060;7200
652427;4;2;2770;13129;2;N;0;Good;8;2770;0;0;2400;13129
330000;4;2;1180;7275;1;N;0;Average;7;1180;0;0;1210;7275
270000;3;2;1500;7410;1;N;0;Good;7;1500;0;0;1750;7990
399000;2;1;700;3400;1;N;0;Average;6;700;0;0;1570;4512
1480000;3;4;4070;26000;2;N;0;Average;11;4070;0;0;3770;26000
309500;3;2;1340;13560;1;N;0;Average;7;1340;0;0;1540;15000
280000;2;2;1190;1265;3;N;0;Average;7;1190;0;0;1390;1756
456500;3;1;1290;3880;1.5;N;0;Good;7;1290;0;0;1290;4850
680000;4;2;2830;8399;2;N;0;Average;9;2830;0;0;2520;6890
460000;3;2;1620;7350;1;N;0;Average;7;1170;450;0;1800;7350
325000;2;1;830;5100;1;N;0;Average;6;830;0;0;1050;5100
358000;3;3;1410;1442;3;N;0;Average;8;1360;50;0;1500;1200
506400;3;2;2100;9040;1;N;0;Average;8;1700;400;0;2430;8809
4e+05;3;2;1860;5750;1.5;N;0;Very Good;6;1300;560;0;1550;5750
315000;4;2;2180;10754;1;N;0;Very Good;7;1100;1080;0;1810;6929
537000;3;2;1400;4800;1;N;0;Average;7;1200;200;0;1440;3840
632750;4;2;1800;4800;1.5;N;0;Average;7;1800;0;0;1950;4800
1250000;5;3;3930;12719;2;N;2;Good;10;2540;1390;0;3600;15909
166000;1;1;1120;17332;1;N;0;Average;7;1120;0;0;1280;17334
522000;4;2;1800;8623;1;N;0;Good;8;1360;440;0;2370;8623
790000;4;3;2640;9000;2;N;0;Average;10;2640;0;0;2980;9137
815000;4;2;3880;7208;2;N;0;Average;10;3880;0;0;3280;7221
250000;3;1;1060;52272;1;N;0;Average;7;1060;0;0;1900;5971
357000;3;2;1590;6750;1;N;0;Average;7;1080;510;0;1590;7400
336000;3;2;1060;11765;1;N;0;Good;6;1060;0;0;1500;9151
449990;4;2;2680;5539;2;N;0;Average;8;2680;0;0;2680;5992
313000;4;2;2460;10320;2;N;0;Average;8;2460;0;0;2210;9024
2300000;4;2;3370;8402;1;N;0;Very Good;10;2240;1130;0;3190;8700
740000;3;2;2350;3798;2;N;0;Average;8;2350;0;0;2020;3532
85000;2;1;910;9753;1;N;0;Average;5;910;0;0;1160;7405
375000;3;1;1190;9486;1;N;0;Good;7;1190;0;0;2100;10400
320000;4;2;2000;10051;2;N;0;Average;7;2000;0;0;2000;6686
247500;3;2;1620;6000;1;N;0;Average;7;1280;340;0;1710;6318
190000;4;1;1190;7920;1;N;0;Average;6;890;300;0;1140;7920
549900;5;3;3610;7555;2;N;0;Average;8;3610;0;0;3610;7979
314000;5;3;2210;13500;1;N;0;Very Good;7;1460;750;0;1590;10850
522000;4;2;2835;6598;2;N;0;Average;8;2835;0;0;2770;6969
275000;3;2;1730;5799;2;N;0;Good;7;1730;0;0;1710;6490
667000;3;2;1770;3880;1;N;0;Average;8;1300;470;0;1430;3880
575000;4;4;3930;16970;2;N;0;Average;9;3930;0;0;2740;17219
4e+05;3;2;1510;7642;1;N;0;Average;7;1510;0;0;2180;8357
350500;2;2;1290;1445;3;N;0;Average;8;1290;0;0;1470;1503
720000;2;1;2020;7200;1;N;3;Good;7;1700;320;0;2020;7200
465000;2;1;730;2600;1;N;0;Good;6;730;0;0;1480;3900
470000;4;2;2680;8062;1;N;3;Good;7;1530;1150;0;1920;8600
720000;3;2;2100;2200;2;N;0;Good;7;1500;600;0;1750;4400
839990;4;3;3660;5637;2;N;0;Average;9;3660;0;0;3625;5639
786000;4;4;3320;8808;2;N;0;Average;9;3320;0;0;3160;9226
515000;3;2;1900;5000;1;N;0;Good;7;950;950;0;1420;5000
3e+05;3;2;1280;12776;1;N;0;Good;7;1280;0;0;1680;11704
699000;3;4;3200;10344;2;N;0;Average;10;3200;0;0;2550;20152
330000;3;2;2040;14071;2;N;0;Average;7;2040;0;0;1890;14040
602500;4;2;2760;6850;2;N;0;Average;9;2760;0;0;2640;9803
199000;3;2;1750;6725;1;N;0;Average;7;1330;420;0;1670;7744
440000;3;2;1530;7245;1;N;0;Good;7;1530;0;0;1530;7490
6e+05;4;2;1960;14242;1;N;1;Good;8;1290;670;0;2490;10907
555750;3;1;1060;4880;1;N;0;Fair;6;910;150;0;1200;4880
730000;3;2;2160;8809;1;N;0;Average;9;1540;620;0;930;5420
799000;3;1;1510;4178;2;N;0;Average;8;1510;0;1979;2140;4916
6e+05;3;2;1580;7416;1;N;0;Average;7;1150;430;0;1730;7416
449000;3;2;1810;1658;3;N;0;Average;8;1810;0;0;1470;1585
750000;4;3;2050;5000;2;N;0;Good;8;1370;680;0;1720;5000
378500;2;1;880;6171;1;N;0;Good;7;880;0;0;2260;12769
283000;2;1;940;6350;1;N;0;Good;5;940;0;0;1490;6350
703770;4;2;2550;12918;2;N;0;Average;9;2550;0;0;2550;11036
678000;3;2;2730;10675;2;N;0;Average;9;2730;0;0;2770;10570
349950;4;2;2090;5289;2;N;0;Average;8;2090;0;0;2080;7109
950000;5;4;5330;6000;2;N;2;Average;10;3570;1760;0;4420;5797
1205000;5;4;3220;8000;2;N;0;Average;9;2900;320;0;2100;9680
325000;3;2;2180;10230;1;N;0;Good;7;1090;1090;0;2130;7200
620000;3;1;1710;4050;1.5;N;0;Average;7;1710;0;0;1790;4896
516000;2;2;1640;3090;1;N;0;Good;7;910;730;0;1510;4120
361000;2;2;1320;48787;1;N;0;Average;8;1320;0;0;1830;155073
545000;3;2;2660;20369;2;N;0;Average;8;2660;0;0;2720;12927
372500;2;1;880;10950;1;N;0;Good;7;880;0;0;1450;7560
244000;2;1;1180;10200;1;N;0;Good;7;1180;0;0;1330;10200
241000;3;1;1020;7538;1;N;0;Average;7;1020;0;0;1650;7201
530000;4;2;2000;4700;1.5;N;0;Good;7;1220;780;0;1560;4700
375000;3;2;2050;7205;2;N;0;Average;8;2050;0;0;2050;7264
495000;4;4;3170;3858;2;N;0;Average;8;2530;640;0;2640;3844
1776000;3;3;3230;7800;2;N;3;Average;10;3230;0;0;3030;6600
420250;3;2;1510;3657;1;N;0;Average;8;1510;0;0;1510;3657
577000;5;3;1940;5000;2;N;0;Very Good;7;1940;0;0;1940;4230
260000;3;2;1420;14850;1;N;0;Good;7;1020;400;0;2060;8800
361000;3;2;1150;17585;1;N;0;Average;7;1150;0;0;1200;7500
419000;2;2;1180;1253;2;N;0;Average;8;840;340;0;1310;1963
310000;1;1;670;4920;1;N;0;Average;5;670;0;0;1050;4920
745000;4;3;3490;7024;2;N;0;Average;10;3490;0;0;3450;6866
495000;3;2;2660;192099;1;N;0;Good;9;2660;0;0;2570;43561
575000;3;2;3240;33661;2;N;0;Average;8;3240;0;0;1870;43560
229950;2;2;1160;1848;2;N;0;Average;7;1160;0;0;1160;1566
210000;3;2;1590;7617;2;N;0;Average;7;1590;0;0;1490;7450
543000;3;2;1710;8364;2;N;2;Average;7;1710;0;0;2430;9040
480000;3;2;1820;15000;1;N;0;Average;7;1480;340;0;1930;13600
590000;3;2;2290;4203;2;N;0;Average;9;2290;0;0;2290;5089
910000;3;2;2030;1160;3;N;0;Average;9;1970;60;0;1950;1160
651000;3;3;2260;1834;2;N;0;Average;8;1660;600;0;2260;1834
392000;4;3;1940;6555;2;N;0;Average;8;1940;0;0;1840;6912
777000;4;4;2680;6000;1;N;0;Average;7;1380;1300;2014;1930;6000
640000;3;2;2340;4206;1;N;0;Very Good;7;1170;1170;0;1360;4725
388000;3;2;2198;6222;2;N;2;Average;8;2198;0;0;2198;7621
857500;4;3;2960;5040;2;N;3;Average;9;2210;750;1993;2270;5500
690000;2;2;1990;1756;3;N;0;Average;9;1780;210;0;1955;1438
250000;3;3;2300;7701;1;N;0;Average;7;2300;0;0;1570;8116
1511250;3;2;4010;12105;1;N;3;Very Good;11;2600;1410;0;4010;15081
660500;4;2;2010;9603;1;N;0;Average;8;1440;570;0;2060;9793
234000;4;1;1390;18000;1;N;0;Average;7;1390;0;2013;1390;18000
316000;2;2;860;3000;1;N;0;Average;6;860;0;0;1290;3500
489000;3;2;2090;7667;1;N;2;Average;7;1200;890;0;1480;7666
217500;3;1;1040;9750;1;N;0;Average;7;1040;0;0;1510;11100
593000;2;2;2000;2500;3;N;1;Average;8;1810;190;0;1970;5650
310000;4;2;3140;22100;1;N;0;Good;8;1820;1320;0;2700;25500
538250;3;2;2590;15229;2;N;3;Average;8;2590;0;0;2590;15229
390000;1;2;1440;4920;1;N;0;Average;7;720;720;0;1440;4920
420000;3;2;1640;9972;1;N;0;Good;7;1640;0;0;1680;10165
677500;5;1;2340;4730;2;N;0;Average;8;1810;530;0;2100;4970
473000;3;3;1050;7200;1;N;0;Average;7;1050;0;0;1860;9000
450000;3;2;1530;23660;1;N;0;Average;7;1530;0;0;1800;11407
589500;4;2;1440;3200;1;N;1;Good;7;960;480;0;1650;6400
960000;4;3;4590;9150;2;N;0;Average;10;3490;1100;0;2910;12348
503000;3;3;1540;6760;1;N;0;Very Good;7;1210;330;0;1540;7416
690000;4;4;3210;7054;2;N;0;Good;8;3210;0;0;2350;8020
490000;3;2;2080;12032;2;N;0;Average;8;2080;0;0;2320;9900
283200;4;2;1830;12540;1;N;0;Good;8;1130;700;0;2020;12540
2e+05;2;1;780;55764;1;N;0;Good;4;780;0;0;1620;30847
150000;2;1;890;8100;1;N;0;Average;6;890;0;0;1260;8100
435000;2;1;960;6250;1;N;0;Good;6;740;220;0;1090;6000
279000;2;1;670;6300;1;N;0;Very Good;6;670;0;0;760;6300
270000;4;2;1660;8063;1;N;0;Good;7;1660;0;0;1060;8437
749500;4;3;2490;3840;1.5;N;0;Good;7;1610;880;0;1420;4000
365000;4;2;1820;12327;1;N;0;Good;7;1380;440;0;1450;9256
3e+05;3;2;1750;4200;2;N;0;Average;7;1750;0;0;1890;4048
585000;5;2;2560;14467;1;N;0;Average;8;1280;1280;0;2200;10267
495000;4;2;2070;20280;2;N;0;Good;7;2070;0;0;2190;21560
380000;5;2;2760;11340;2;N;0;Good;9;2760;0;0;2470;11340
1003000;4;2;2230;3600;2;N;0;Very Good;8;1630;600;0;2410;4800
775000;4;3;3010;15992;2;N;0;Average;11;3010;0;0;3330;12333
552500;3;1;2020;4120;1.5;N;0;Good;7;1520;500;0;1200;4635
210000;2;2;880;1157;2;N;0;Average;7;880;0;0;1070;1203
699950;2;2;2390;7489;1;N;0;Average;8;2390;0;0;2170;7489
1047500;3;2;2930;7005;3;N;2;Average;9;2670;260;0;2450;6460
415000;3;2;2010;33090;1.5;N;2;Very Good;8;2010;0;0;1840;22620
3345000;5;4;5350;15360;1;N;1;Average;11;3040;2310;0;3740;15940
369990;4;2;1960;7133;2;N;0;Average;7;1960;0;0;1960;6705
680000;4;2;3140;28037;2;N;0;Good;10;3140;0;0;2990;35001
423500;3;2;1890;7498;1;N;0;Average;7;1190;700;0;1660;8100
594000;3;2;2080;70567;2;N;0;Average;8;2080;0;0;3730;43560
2750000;4;4;4130;5575;2;Y;4;Good;10;2860;1270;0;2980;5575
277284;3;2;1030;4800;1;N;0;Average;6;930;100;0;1540;4800
740000;4;2;3030;8335;2;N;0;Average;10;3030;0;0;2850;8678
550000;1;1;2880;7560;1;N;0;Average;7;1440;1440;2014;1400;5040
475000;3;2;1870;25157;2;N;0;Average;7;1870;0;0;1870;15391
550000;3;2;1850;37264;2;N;0;Average;8;1850;0;0;2390;36036
445000;4;2;2280;42077;2;N;0;Average;8;2280;0;0;2280;36236
649000;3;2;1530;1442;3;N;0;Average;9;1530;0;0;1620;1456
199000;3;2;1050;9871;1;N;0;Very Good;7;1050;0;0;1300;10794
411000;2;2;1910;108900;1;N;0;Good;7;1010;900;0;2050;108900
401000;3;1;1120;8321;1;N;0;Good;6;1120;0;1987;1980;8671
310950;4;2;2030;4997;2;N;0;Average;8;2030;0;0;2095;5500
660000;2;1;960;6263;1;N;1;Good;6;960;0;0;1460;6054
855000;4;2;2380;10800;2;N;2;Average;8;2380;0;0;2112;6600
880000;4;2;2510;5800;1;N;2;Good;9;1830;680;0;2190;5800
579000;3;2;1710;1904;2;N;0;Average;8;1140;570;0;1260;1316
630000;4;2;2540;8706;2;N;0;Average;9;2540;0;0;2540;6239
615000;3;2;1670;5100;1;N;2;Very Good;7;990;680;0;2140;4452
403950;2;1;710;1136;2;N;0;Good;7;710;0;0;1370;1173
